,负面情感词语（中文）,正面情感词语（中文）,中性情感词语（中文）
令人不安,1.0,0.0,0.0
玄,1.0,1.0,0.0
支持,0.0,1.0,0.0
没有搀杂,0.0,1.0,0.0
吃重,1.0,0.0,0.0
倾心,0.0,1.0,0.0
淫贱,1.0,0.0,0.0
疏松,1.0,0.0,0.0
熙熙攘攘,0.0,1.0,0.0
寡言少语,1.0,0.0,0.0
花容玉貌,0.0,1.0,0.0
偏好,0.0,1.0,0.0
音调优美,0.0,1.0,0.0
啷,1.0,0.0,0.0
怨天尤人,1.0,0.0,0.0
敬奉,0.0,1.0,0.0
崭,0.0,1.0,0.0
口头上,1.0,0.0,0.0
爽,0.0,1.0,0.0
狂想,0.0,1.0,0.0
赤心,0.0,1.0,0.0
摇摇晃晃,1.0,0.0,0.0
戟指,1.0,0.0,0.0
不孝,1.0,0.0,0.0
暗无天日,1.0,0.0,0.0
主要,0.0,1.0,0.0
痴愚,1.0,0.0,0.0
缺乏幽默,1.0,0.0,0.0
怵然,1.0,0.0,0.0
哏,0.0,1.0,0.0
聪明伶俐,0.0,1.0,0.0
不耻下问,0.0,1.0,0.0
竹篮子打水一场空,1.0,0.0,0.0
深藏若虚,0.0,1.0,0.0
忌妒,0.0,1.0,0.0
乌漆墨黑,1.0,0.0,0.0
倾向,0.0,1.0,0.0
性急,1.0,0.0,0.0
管教好,0.0,1.0,0.0
平安无事,0.0,1.0,0.0
刁蛮,1.0,0.0,0.0
谲诈,1.0,0.0,0.0
骠,0.0,1.0,0.0
囊中羞涩,1.0,0.0,0.0
骂骂咧咧,1.0,0.0,0.0
有血有肉,0.0,1.0,0.0
令人厌恶,1.0,0.0,0.0
隐隐绰绰,1.0,0.0,0.0
纯种,0.0,1.0,0.0
悔恨,1.0,0.0,0.0
刁钻古怪,1.0,0.0,0.0
讴歌,0.0,1.0,0.0
孩子气,1.0,0.0,0.0
顶数,0.0,1.0,0.0
僵,1.0,0.0,0.0
善良,0.0,1.0,0.0
名牌,0.0,1.0,0.0
拉不下脸来,1.0,0.0,0.0
和和气气,0.0,1.0,0.0
私底下,1.0,0.0,0.0
入情入理,0.0,1.0,0.0
一团乱麻,1.0,0.0,0.0
一体化,0.0,1.0,0.0
超绝,0.0,1.0,0.0
怍,1.0,0.0,0.0
香艳,1.0,0.0,0.0
不可容忍,1.0,0.0,0.0
清朗,0.0,1.0,0.0
歉甚,1.0,0.0,0.0
怅怅,1.0,0.0,0.0
平滑,0.0,1.0,0.0
悒,1.0,0.0,0.0
自在,0.0,1.0,0.0
真率,0.0,1.0,0.0
怆恻,1.0,0.0,0.0
恋,0.0,1.0,0.0
孤陋寡闻,1.0,0.0,0.0
侧重,0.0,1.0,0.0
闻名,0.0,1.0,0.0
万不得已,0.0,1.0,0.0
腐旧,1.0,0.0,0.0
抱恨终生,1.0,0.0,0.0
指责,1.0,0.0,0.0
萧森,1.0,0.0,0.0
佩,0.0,1.0,0.0
噍,1.0,0.0,0.0
恚恨,1.0,0.0,0.0
含糊,1.0,0.0,0.0
魂牵梦系,0.0,1.0,0.0
土,1.0,0.0,0.0
荒谬,1.0,0.0,0.0
天公地道,0.0,1.0,0.0
死板,1.0,0.0,0.0
长篇累牍,1.0,0.0,0.0
不巧,1.0,0.0,0.0
虔心,0.0,1.0,0.0
剌戾,1.0,0.0,0.0
名副其实,0.0,1.0,0.0
讥讪,1.0,0.0,0.0
晶莹,0.0,1.0,0.0
合乎逻辑,0.0,1.0,0.0
流利,0.0,1.0,0.0
捉襟见肘,1.0,0.0,0.0
浩,0.0,1.0,0.0
讽刺,1.0,0.0,0.0
哀哀切切,1.0,0.0,0.0
可爱,0.0,1.0,0.0
叫真儿,0.0,1.0,0.0
堵,1.0,0.0,0.0
心烦,1.0,0.0,0.0
傧,0.0,1.0,0.0
洁身自好,1.0,0.0,0.0
中文正面评价词语,0.0,1.0,0.0
健,0.0,1.0,0.0
大快人心,0.0,1.0,0.0
踌躇,1.0,0.0,0.0
穿不得,1.0,0.0,0.0
平安,0.0,1.0,0.0
油乎乎,1.0,0.0,0.0
多余,1.0,0.0,0.0
狼籍,1.0,0.0,0.0
困难,1.0,0.0,0.0
有效,0.0,1.0,0.0
亮堂堂,0.0,1.0,0.0
博学多才,0.0,1.0,0.0
主观上,1.0,0.0,0.0
风景如画,0.0,1.0,0.0
哀恸,1.0,0.0,0.0
渴盼,0.0,1.0,0.0
吐口,0.0,1.0,0.0
赤忱,0.0,1.0,0.0
急巴巴,1.0,0.0,0.0
含情脉脉,0.0,1.0,0.0
聚精会神,0.0,1.0,0.0
贤明,0.0,1.0,0.0
钐,0.0,1.0,0.0
男盗女娼,1.0,0.0,0.0
险,1.0,0.0,0.0
怒火冲天,1.0,0.0,0.0
英姿飒爽,0.0,1.0,0.0
别扭,1.0,0.0,0.0
求之不得,0.0,1.0,0.0
优质,0.0,1.0,0.0
企望,0.0,1.0,0.0
五彩纷呈,0.0,1.0,0.0
不近人情,1.0,0.0,0.0
头痛,1.0,0.0,0.0
勤劳,0.0,1.0,0.0
汹涌澎湃,0.0,1.0,0.0
准确,0.0,1.0,0.0
爱宠,0.0,1.0,0.0
欢畅,0.0,1.0,0.0
凌乱,1.0,0.0,0.0
反面,1.0,0.0,0.0
胆小怕事,1.0,0.0,0.0
无目的,1.0,0.0,0.0
无特色,1.0,0.0,0.0
舒舒服服,0.0,1.0,0.0
盲人瞎马,1.0,0.0,0.0
刚强,0.0,1.0,0.0
膈应,1.0,0.0,0.0
忌惮,1.0,0.0,0.0
郁郁葱葱,0.0,1.0,0.0
够呛,1.0,0.0,0.0
紧巴,1.0,0.0,0.0
高傲,1.0,0.0,0.0
赞誉,0.0,1.0,0.0
夜郎自大,1.0,0.0,0.0
有毒性,1.0,0.0,0.0
超拔,0.0,1.0,0.0
扎眼,0.0,1.0,0.0
找碴儿,1.0,0.0,0.0
硬,1.0,1.0,0.0
工细,0.0,1.0,0.0
恶煞煞,1.0,0.0,0.0
卓跞,0.0,1.0,0.0
乐呵呵,0.0,1.0,0.0
豁亮,0.0,1.0,0.0
忠厚,0.0,1.0,0.0
悲伤,1.0,0.0,0.0
优越,0.0,1.0,0.0
死脑筋,1.0,0.0,0.0
肥美,0.0,1.0,0.0
不雅,1.0,0.0,0.0
生动,0.0,1.0,0.0
疼惜,0.0,1.0,0.0
泰,0.0,1.0,0.0
没轻没重,1.0,0.0,0.0
芜,1.0,1.0,0.0
欢欣,0.0,1.0,0.0
薄,1.0,0.0,1.0
死得其所,0.0,1.0,0.0
金刚努目,1.0,0.0,0.0
拘,1.0,0.0,0.0
实际上,0.0,1.0,0.0
晕头转向,1.0,0.0,0.0
一发千钧,1.0,0.0,0.0
耻骂,1.0,0.0,0.0
怪僻,1.0,0.0,0.0
滋润,0.0,1.0,0.0
荟,0.0,1.0,0.0
从严,1.0,0.0,0.0
玩世不恭,1.0,0.0,0.0
价格不菲,1.0,0.0,0.0
谦逊,0.0,1.0,0.0
领情,0.0,1.0,0.0
有义务,1.0,0.0,0.0
豪爽,0.0,1.0,0.0
历史性,0.0,1.0,0.0
悲凄,1.0,0.0,0.0
小,1.0,1.0,0.0
秽亵,1.0,0.0,0.0
疑神疑鬼,1.0,0.0,0.0
后怕,1.0,0.0,0.0
俞允,0.0,1.0,0.0
旧式,1.0,0.0,0.0
手生,1.0,0.0,0.0
左右为难,1.0,0.0,0.0
娆,1.0,1.0,0.0
得心应手,0.0,1.0,0.0
轸,1.0,0.0,0.0
柔和,0.0,1.0,0.0
难闻,1.0,0.0,0.0
整齐划一,0.0,1.0,0.0
实在,0.0,1.0,0.0
来神,0.0,1.0,0.0
毕恭毕敬,0.0,1.0,0.0
牛,1.0,1.0,0.0
中文负面情感词语,1.0,0.0,0.0
通权达变,0.0,1.0,0.0
端重,0.0,1.0,0.0
窭,1.0,0.0,0.0
叹服,0.0,1.0,0.0
花插着,1.0,0.0,0.0
机警,0.0,1.0,0.0
称叹,0.0,1.0,0.0
神圣,0.0,1.0,0.0
眷恋,0.0,1.0,0.0
苦恼,1.0,0.0,0.0
胡子拉茬,1.0,0.0,0.0
不体面,1.0,0.0,0.0
狞,1.0,0.0,0.0
温情,0.0,1.0,0.0
令人生气,1.0,0.0,0.0
理所当然,0.0,1.0,0.0
絮烦,1.0,0.0,0.0
行时,0.0,1.0,0.0
腥臭,1.0,0.0,0.0
愦,1.0,0.0,0.0
鼠胆,1.0,0.0,0.0
灰蒙蒙,1.0,0.0,0.0
喜兴,0.0,1.0,0.0
苛刻,1.0,0.0,0.0
毛糙,1.0,0.0,0.0
学识渊博,0.0,1.0,0.0
神工鬼斧,0.0,1.0,0.0
柔婉,0.0,1.0,0.0
心惊肉跳,1.0,0.0,0.0
主持,0.0,1.0,0.0
喝斥,1.0,0.0,0.0
有恒,0.0,1.0,0.0
经,0.0,1.0,0.0
奸,1.0,0.0,0.0
朝秦暮楚,1.0,0.0,0.0
震,1.0,0.0,0.0
扭扭捏捏,1.0,0.0,0.0
低人一等,1.0,0.0,0.0
轻松,0.0,1.0,0.0
婉言,0.0,1.0,0.0
有个性,0.0,1.0,0.0
鄙俗,1.0,0.0,0.0
心肠软,0.0,1.0,0.0
粗犷,1.0,1.0,0.0
啬,1.0,0.0,0.0
惺惺,0.0,1.0,0.0
不修边幅,1.0,0.0,0.0
轻忽,1.0,0.0,0.0
绝妙,0.0,1.0,0.0
卓然,0.0,1.0,0.0
有能力,0.0,1.0,0.0
劬,0.0,1.0,0.0
认可,0.0,1.0,0.0
剩余,1.0,0.0,0.0
高成本,1.0,0.0,0.0
盈盈,0.0,1.0,0.0
勤奋,0.0,1.0,0.0
恝,1.0,0.0,0.0
蜕化,1.0,0.0,0.0
饿殍遍野,1.0,0.0,0.0
缺心眼儿,1.0,0.0,0.0
不懈怠,0.0,1.0,0.0
吐气扬眉,0.0,1.0,0.0
正大,0.0,1.0,0.0
呆,1.0,0.0,0.0
风行,0.0,1.0,0.0
热和,0.0,1.0,0.0
颇为重要,0.0,1.0,0.0
不堪入耳,1.0,0.0,0.0
陶陶,0.0,1.0,0.0
希冀,0.0,1.0,0.0
富甲一方,0.0,1.0,0.0
靡靡,1.0,0.0,0.0
利害攸关,0.0,1.0,0.0
瘅,1.0,0.0,0.0
子虚乌有,1.0,0.0,0.0
经验丰富,0.0,1.0,0.0
细颗粒度,0.0,1.0,0.0
啰啰嗦嗦,1.0,0.0,0.0
有贡献,0.0,1.0,0.0
迷离倘恍,1.0,0.0,0.0
麻痹,1.0,0.0,0.0
烦躁,1.0,0.0,0.0
老而弥坚,0.0,1.0,0.0
数不上,1.0,0.0,0.0
亲切,0.0,1.0,0.0
仁厚,0.0,1.0,0.0
茏葱,0.0,1.0,0.0
没关系,1.0,0.0,0.0
健朗,0.0,1.0,0.0
僻静,1.0,0.0,0.0
允,0.0,1.0,0.0
无原则,1.0,0.0,0.0
明亮亮,0.0,1.0,0.0
正而不谲,0.0,1.0,0.0
目不识丁,1.0,0.0,0.0
窃,1.0,0.0,0.0
衰弱,1.0,0.0,0.0
损,1.0,0.0,0.0
啧有烦言,1.0,0.0,0.0
很有意义,0.0,1.0,0.0
系念,1.0,0.0,0.0
腐化堕落,1.0,0.0,0.0
大量,0.0,1.0,0.0
不尽如人意,1.0,0.0,0.0
费事,1.0,0.0,0.0
含混不清,1.0,0.0,0.0
娓娓,0.0,1.0,0.0
不屈,0.0,1.0,0.0
不可恢复,1.0,0.0,0.0
博闻强记,0.0,1.0,0.0
秉持公正,0.0,1.0,0.0
冰雪聪明,0.0,1.0,0.0
废,1.0,0.0,0.0
陌生,1.0,0.0,0.0
泠泠作响,0.0,1.0,0.0
天怒人怨,1.0,0.0,0.0
说好,0.0,1.0,0.0
举止端庄,0.0,1.0,0.0
心灵,0.0,1.0,0.0
醉心,0.0,1.0,0.0
不死心,1.0,0.0,0.0
余剩,1.0,0.0,0.0
思慕,0.0,1.0,0.0
物伤其类,1.0,0.0,0.0
确确实实,0.0,1.0,0.0
绝好,0.0,1.0,0.0
合群,0.0,1.0,0.0
无拘无束,0.0,1.0,0.0
手巧,0.0,1.0,0.0
扼要,0.0,1.0,0.0
给,1.0,1.0,0.0
不平,1.0,0.0,0.0
心粗,1.0,0.0,0.0
容人,0.0,1.0,0.0
急功近利,1.0,0.0,0.0
胸无城府,1.0,0.0,0.0
讨厌,1.0,0.0,0.0
有名无实,1.0,0.0,0.0
错愕,1.0,0.0,0.0
驯,0.0,1.0,0.0
顽梗,1.0,0.0,0.0
畏首畏尾,1.0,0.0,0.0
鲁,1.0,0.0,0.0
荒寂,1.0,0.0,0.0
串秧儿,1.0,0.0,0.0
身无分文,1.0,0.0,0.0
山南海北,1.0,0.0,0.0
世情冷暖,1.0,0.0,0.0
难吃,1.0,0.0,0.0
洁,0.0,1.0,0.0
毫无用处,1.0,0.0,0.0
基本,0.0,1.0,0.0
内行,0.0,1.0,0.0
狼心狗肺,1.0,0.0,0.0
心慈手软,0.0,1.0,0.0
欢洽,0.0,1.0,0.0
荒诞,1.0,0.0,0.0
正常,0.0,1.0,0.0
娇贵,1.0,0.0,0.0
珍奇,0.0,1.0,0.0
歉然,1.0,0.0,0.0
猴,1.0,0.0,0.0
一如既往,0.0,1.0,0.0
便宜,0.0,1.0,0.0
思,0.0,1.0,0.0
虚有其表,1.0,0.0,0.0
十分满意,0.0,1.0,0.0
率然,1.0,0.0,0.0
活泼,0.0,1.0,0.0
负疚,1.0,0.0,0.0
可意,0.0,1.0,0.0
高效益,0.0,1.0,0.0
忘情,1.0,0.0,0.0
滑稽,0.0,1.0,0.0
从动,1.0,0.0,0.0
基础扎实,0.0,1.0,0.0
纯朴,0.0,1.0,0.0
自得,0.0,1.0,0.0
朦朦胧胧,1.0,0.0,0.0
悲剧,1.0,0.0,0.0
清算,1.0,0.0,0.0
兼顾,0.0,1.0,0.0
不真诚,1.0,0.0,0.0
珍异,0.0,1.0,0.0
周恤,1.0,0.0,0.0
不费力,0.0,1.0,0.0
顾忌,1.0,0.0,0.0
雄伟,0.0,1.0,0.0
荫,1.0,0.0,0.0
重大,0.0,1.0,0.0
财迷心窍,1.0,0.0,0.0
难,1.0,0.0,0.0
猴儿精,0.0,1.0,0.0
萋,0.0,1.0,0.0
洒脱,0.0,1.0,0.0
洵,0.0,1.0,0.0
冒牌,1.0,0.0,0.0
便当,0.0,1.0,0.0
安好,0.0,1.0,0.0
斗争,1.0,0.0,0.0
凝,0.0,1.0,0.0
客气,0.0,1.0,0.0
重要,0.0,1.0,0.0
顽钝,1.0,0.0,0.0
寡了叭叽,1.0,0.0,0.0
无地自容,1.0,0.0,0.0
想望,0.0,1.0,0.0
和声,0.0,1.0,0.0
打骂,1.0,0.0,0.0
傲,1.0,0.0,0.0
老成练达,0.0,1.0,0.0
拈轻怕重,1.0,0.0,0.0
虎背熊腰,0.0,1.0,0.0
缛,1.0,0.0,0.0
乐融融,0.0,1.0,0.0
玄远,0.0,1.0,0.0
声势浩大,0.0,1.0,0.0
悒闷,1.0,0.0,0.0
自惭形秽,1.0,0.0,0.0
买账,0.0,1.0,0.0
度量小,1.0,0.0,0.0
群威群胆,0.0,1.0,0.0
温煦,0.0,1.0,0.0
有文化,0.0,1.0,0.0
守岁,0.0,1.0,0.0
期,0.0,1.0,0.0
纷扰,1.0,0.0,0.0
美满,0.0,1.0,0.0
浩大,0.0,1.0,0.0
排列有序,0.0,1.0,0.0
光滑,0.0,1.0,0.0
轻,1.0,1.0,0.0
剧毒,1.0,0.0,0.0
正确,0.0,1.0,0.0
动作迟顿,1.0,0.0,0.0
过问,0.0,1.0,0.0
责难,1.0,0.0,0.0
对称,0.0,1.0,0.0
會,0.0,1.0,0.0
诚,0.0,1.0,0.0
堂堂,0.0,1.0,0.0
垂爱,0.0,1.0,0.0
满足,0.0,1.0,0.0
抱愧,1.0,0.0,0.0
碌,1.0,0.0,0.0
数不着,1.0,0.0,0.0
乱,1.0,0.0,0.0
旺盛,0.0,1.0,0.0
动平衡,0.0,1.0,0.0
瞬息万变,1.0,0.0,0.0
悲痛,1.0,0.0,0.0
通天,0.0,1.0,0.0
离心离德,1.0,0.0,0.0
动人心弦,0.0,1.0,0.0
不足为外人道,1.0,0.0,0.0
低价,0.0,1.0,0.0
荣幸,0.0,1.0,0.0
光彩夺目,0.0,1.0,0.0
实事求是,0.0,1.0,0.0
称谢,0.0,1.0,0.0
僖,0.0,1.0,0.0
神奥,0.0,1.0,0.0
詈,1.0,0.0,0.0
沉重,1.0,0.0,0.0
有种,0.0,1.0,0.0
形象化,0.0,1.0,0.0
偷工减料,1.0,0.0,0.0
菲,1.0,1.0,0.0
显性,0.0,1.0,0.0
忠诚,0.0,1.0,0.0
讥刺,1.0,0.0,0.0
淫,1.0,0.0,0.0
心绪沉落,1.0,0.0,0.0
打千,0.0,1.0,0.0
够意思,0.0,1.0,0.0
顺耳,0.0,1.0,0.0
旷达,0.0,1.0,0.0
飘逸,0.0,1.0,0.0
僵硬,1.0,0.0,0.0
额手称庆,0.0,1.0,0.0
喷喷香,0.0,1.0,0.0
看不起,1.0,0.0,0.0
在情理之中,0.0,1.0,0.0
任意,0.0,1.0,0.0
狃,1.0,0.0,0.0
羞赧,1.0,0.0,0.0
娴雅,0.0,1.0,0.0
低落,1.0,0.0,0.0
阔气,1.0,0.0,0.0
提倡,0.0,1.0,0.0
爱惜,0.0,1.0,0.0
没个好脸,1.0,0.0,0.0
举足轻重,0.0,1.0,0.0
厚道,0.0,1.0,0.0
无足轻重,1.0,0.0,0.0
精,0.0,1.0,0.0
用,0.0,1.0,0.0
跃跃欲试,0.0,1.0,0.0
聒,1.0,0.0,0.0
乐悠悠,0.0,1.0,0.0
天翻地覆,0.0,1.0,0.0
文从字顺,0.0,1.0,0.0
平允,0.0,1.0,0.0
认了,0.0,1.0,0.0
酷虐,1.0,0.0,0.0
愁容满面,1.0,0.0,0.0
狂躁,1.0,0.0,0.0
发怔,1.0,0.0,0.0
不友善,1.0,0.0,0.0
哗然,1.0,0.0,0.0
精制,0.0,1.0,0.0
放浪,1.0,0.0,0.0
愁眉苦脸,1.0,0.0,0.0
勤勤恳恳,0.0,1.0,0.0
艮,0.0,1.0,0.0
均衡,0.0,1.0,0.0
已知,0.0,1.0,0.0
绌,1.0,0.0,0.0
和易,0.0,1.0,0.0
老老实实,0.0,1.0,0.0
不咎既往,0.0,1.0,0.0
首肯,0.0,1.0,0.0
出手阔气,1.0,0.0,0.0
照本宣科,1.0,0.0,0.0
有两下子,0.0,1.0,0.0
合情合理,0.0,1.0,0.0
武,0.0,1.0,0.0
鸷,1.0,0.0,0.0
自不待言,0.0,1.0,0.0
摩肩接踵,1.0,0.0,0.0
武断,1.0,0.0,0.0
无益,1.0,0.0,0.0
不成材,1.0,0.0,0.0
照样,0.0,1.0,0.0
倡,0.0,1.0,0.0
表扬,0.0,1.0,0.0
攘攘,1.0,0.0,0.0
老朽,1.0,0.0,0.0
乐于,0.0,1.0,0.0
苦涩,1.0,0.0,0.0
满口,0.0,1.0,0.0
皮实,0.0,1.0,0.0
低端,1.0,0.0,0.0
下贱,1.0,0.0,0.0
精确,0.0,1.0,0.0
惊奇不已,1.0,0.0,0.0
明睿,0.0,1.0,0.0
了然,0.0,1.0,0.0
富庶,0.0,1.0,0.0
机械式,1.0,0.0,0.0
俗,1.0,0.0,0.0
急公好义,0.0,1.0,0.0
形影相吊,1.0,0.0,0.0
气呼呼,1.0,0.0,0.0
付之一笑,1.0,0.0,0.0
淡泊名利,0.0,1.0,0.0
温馨,0.0,1.0,0.0
可信赖,0.0,1.0,0.0
困人,1.0,0.0,0.0
俚俗,1.0,0.0,0.0
花搭着,1.0,0.0,0.0
忠义,0.0,1.0,0.0
嗓子好,0.0,1.0,0.0
向隅而泣,1.0,0.0,0.0
可耻,1.0,0.0,0.0
羼,1.0,0.0,0.0
豪,1.0,1.0,0.0
空灵,0.0,1.0,0.0
跪拜,0.0,1.0,0.0
气象万千,0.0,1.0,0.0
弥足珍贵,0.0,1.0,0.0
来气,1.0,0.0,0.0
知冷知热,0.0,1.0,0.0
高效,0.0,1.0,0.0
清丽,0.0,1.0,0.0
不合情理,1.0,0.0,0.0
绝色,0.0,1.0,0.0
心细,0.0,1.0,0.0
强制性,1.0,0.0,0.0
穷途潦倒,1.0,0.0,0.0
怡,0.0,1.0,0.0
宽赦,1.0,0.0,0.0
岌岌可危,1.0,0.0,0.0
孜孜,0.0,1.0,0.0
心里堵得慌,1.0,0.0,0.0
富裕,0.0,1.0,0.0
外行,1.0,0.0,0.0
绷,1.0,0.0,0.0
完全不重要,1.0,0.0,0.0
斜歪,1.0,0.0,0.0
奸刁,1.0,0.0,0.0
堵得慌,1.0,0.0,0.0
不合语法,1.0,0.0,0.0
愀然,1.0,0.0,0.0
闭月羞花,0.0,1.0,0.0
神采奕奕,0.0,1.0,0.0
简便易行,0.0,1.0,0.0
大跌眼镜,1.0,0.0,0.0
赤胆,0.0,1.0,0.0
断然,0.0,1.0,0.0
轻贱,1.0,0.0,0.0
悔之不及,1.0,0.0,0.0
珍视,0.0,1.0,0.0
心狠手辣,1.0,0.0,0.0
饶有兴味,0.0,1.0,0.0
繁冗,1.0,0.0,0.0
恭,0.0,1.0,0.0
精巧,0.0,1.0,0.0
庆幸,0.0,1.0,0.0
异,1.0,0.0,0.0
滑腻,0.0,1.0,0.0
阴郁,1.0,0.0,0.0
不得劲,1.0,0.0,0.0
卑猥,1.0,0.0,0.0
傲然,0.0,1.0,0.0
承平,0.0,1.0,0.0
怖,1.0,0.0,0.0
委决不下,1.0,0.0,0.0
肉墩墩,0.0,1.0,0.0
妥善,0.0,1.0,0.0
适口,0.0,1.0,0.0
天才,0.0,1.0,0.0
不可更新,1.0,0.0,0.0
热烈,0.0,1.0,0.0
熟练,0.0,1.0,0.0
愤恨,1.0,0.0,0.0
渴想,0.0,1.0,0.0
谨严,0.0,1.0,0.0
顺眼,0.0,1.0,0.0
孤寂,1.0,0.0,0.0
烟雾腾腾,1.0,0.0,0.0
滞,1.0,0.0,0.0
前所未见,0.0,1.0,0.0
鄙吝,1.0,0.0,0.0
严冷,1.0,0.0,0.0
万马奔腾,0.0,1.0,0.0
小心,0.0,1.0,0.0
如实,0.0,1.0,0.0
赳赳,0.0,1.0,0.0
残暴,1.0,0.0,0.0
最佳,0.0,1.0,0.0
迷迷蒙蒙,1.0,0.0,0.0
管事,0.0,1.0,0.0
水泄不通,1.0,0.0,0.0
锺,0.0,1.0,0.0
寡言,1.0,0.0,0.0
留面子,0.0,1.0,0.0
泠泠,0.0,1.0,0.0
解气,1.0,0.0,0.0
坚贞不渝,0.0,1.0,0.0
葱茏,0.0,1.0,0.0
老辣,1.0,1.0,0.0
关爱,0.0,1.0,0.0
平铺直叙,1.0,0.0,0.0
一毛不拔,1.0,0.0,0.0
碜,1.0,0.0,0.0
心慈,0.0,1.0,0.0
引人入胜,0.0,1.0,0.0
謇,0.0,1.0,0.0
干,1.0,0.0,0.0
赞慕,0.0,1.0,0.0
灿亮,0.0,1.0,0.0
寂,1.0,1.0,0.0
精深,0.0,1.0,0.0
平等地,0.0,1.0,0.0
洋洋自得,0.0,1.0,0.0
明文,0.0,1.0,0.0
绿色,0.0,1.0,0.0
有鼻子有眼儿,0.0,1.0,0.0
气鼓鼓,1.0,0.0,0.0
坚定,0.0,1.0,0.0
笃,1.0,1.0,0.0
白纸黑字,0.0,1.0,0.0
光耀,0.0,1.0,0.0
不好听,1.0,0.0,0.0
怆,1.0,0.0,0.0
众叛亲离,1.0,0.0,0.0
驳杂,1.0,0.0,0.0
腐败堕落,1.0,0.0,0.0
挤得要命,1.0,0.0,0.0
利嘴,0.0,1.0,0.0
千恩万谢,0.0,1.0,0.0
脸上下不来,1.0,0.0,0.0
心烦意乱,1.0,0.0,0.0
清凌凌,0.0,1.0,0.0
险象环生,1.0,0.0,0.0
近便,0.0,1.0,0.0
绚,0.0,1.0,0.0
板实,0.0,1.0,0.0
奓着头发,1.0,0.0,0.0
穰穰,0.0,1.0,0.0
挚诚,0.0,1.0,0.0
敏慧,0.0,1.0,0.0
长,0.0,1.0,0.0
望梅止渴,1.0,0.0,0.0
涵容,1.0,0.0,0.0
徒然,1.0,0.0,0.0
清澈见底,0.0,1.0,0.0
不落窠臼,0.0,1.0,0.0
夷,0.0,1.0,0.0
高兴,0.0,1.0,0.0
心惊胆颤,1.0,0.0,0.0
坚强不屈,0.0,1.0,0.0
整整齐齐,0.0,1.0,0.0
欢忭,0.0,1.0,0.0
大公无私,0.0,1.0,0.0
反,1.0,0.0,0.0
不适宜,1.0,0.0,0.0
腻,1.0,1.0,0.0
焕,0.0,1.0,0.0
梗直,0.0,1.0,0.0
贤惠,0.0,1.0,0.0
特出,0.0,1.0,0.0
一步一个脚印儿,0.0,1.0,0.0
昭著,0.0,1.0,0.0
着想,0.0,1.0,0.0
切题,0.0,1.0,0.0
冒尖,0.0,1.0,0.0
秀慧,0.0,1.0,0.0
叹为观止,0.0,1.0,0.0
冗余,1.0,0.0,0.0
不爽,1.0,0.0,0.0
令人疲倦,1.0,0.0,0.0
惜,1.0,1.0,0.0
崇尚,0.0,1.0,0.0
强横,1.0,0.0,0.0
鸷悍,1.0,0.0,0.0
村野,1.0,0.0,0.0
激动人心,0.0,1.0,0.0
蹰,1.0,0.0,0.0
至关重要,0.0,1.0,0.0
山明水秀,0.0,1.0,0.0
干瘪瘪,1.0,0.0,0.0
退化,1.0,0.0,0.0
配得上,0.0,1.0,0.0
害羞,1.0,0.0,0.0
按期,0.0,1.0,0.0
寒微,1.0,0.0,0.0
假意,1.0,0.0,0.0
畸形,1.0,0.0,0.0
一窝蜂,1.0,0.0,0.0
彪炳,0.0,1.0,0.0
熠熠,0.0,1.0,0.0
庸,1.0,0.0,0.0
明码,0.0,1.0,0.0
惰性,1.0,0.0,0.0
秘密,1.0,0.0,0.0
照章,0.0,1.0,0.0
勾魂,0.0,1.0,0.0
破口大骂,1.0,0.0,0.0
独到,0.0,1.0,0.0
遂心,0.0,1.0,0.0
随遇而安,0.0,1.0,0.0
发急,1.0,0.0,0.0
发噱,0.0,1.0,0.0
造次,1.0,0.0,0.0
有文章,0.0,1.0,0.0
浅尝辄止,1.0,0.0,0.0
弱智,1.0,0.0,0.0
懿,0.0,1.0,0.0
魂飞魄散,1.0,0.0,0.0
漠视,1.0,0.0,0.0
欢蹦乱跳,0.0,1.0,0.0
俨,0.0,1.0,0.0
爱好,0.0,1.0,0.0
艰难,1.0,0.0,0.0
忸,1.0,0.0,0.0
阒然,0.0,1.0,0.0
秀色,0.0,1.0,0.0
震古烁今,0.0,1.0,0.0
资深,0.0,1.0,0.0
参拜,0.0,1.0,0.0
不轨,1.0,0.0,0.0
羞人,1.0,0.0,0.0
允当,0.0,1.0,0.0
殆,1.0,0.0,0.0
没有学问,1.0,0.0,0.0
忸怩作态,1.0,0.0,0.0
片断,1.0,0.0,0.0
润,0.0,1.0,0.0
乐陶陶,0.0,1.0,0.0
和顺,0.0,1.0,0.0
凶狠,1.0,0.0,0.0
依违,1.0,0.0,0.0
脸红耳热,1.0,0.0,0.0
毫不客气,1.0,0.0,0.0
不择手段,1.0,0.0,0.0
沉鱼落雁,0.0,1.0,0.0
两袖清风,0.0,1.0,0.0
恝然,1.0,0.0,0.0
不苟,0.0,1.0,0.0
激愤,1.0,0.0,0.0
龙腾虎跃,0.0,1.0,0.0
气魄,0.0,1.0,0.0
愧汗,1.0,0.0,0.0
鲜亮,0.0,1.0,0.0
凄切,1.0,0.0,0.0
清晰,0.0,1.0,0.0
标定,0.0,1.0,0.0
友爱,0.0,1.0,0.0
言之无物,1.0,0.0,0.0
叹羡,0.0,1.0,0.0
欣欣向荣,0.0,1.0,0.0
自愿,0.0,1.0,0.0
